time,force,position,velocity
0.0,4.202604289002858,-0.2248567259464088,0.24359369854919868
0.01,4.202604289002858,-0.02335868470161418,0.07169128194276164
0.02,4.202604289002858,0.2654548132365828,0.054889153558660794
0.03,4.202604289002858,-0.1618568417193627,0.07581374811727365
0.04,4.202604289002858,0.23083009389261955,0.2565154749160819
0.05,4.202604289002858,-0.41149039275011284,0.5683432664004985
0.06,4.202604289002858,-0.22389106406436127,0.31309671041935305
0.07,4.202604289002858,-0.052023002619807926,0.2140302755580899
0.08,4.202604289002858,0.35072515968622103,0.2851299589282792
0.09,4.202604289002858,0.1986099537764816,0.39928906333534664
0.1,4.202604289002858,-0.35108684469694224,0.40681283071395535
0.11,4.202604289002858,0.019846828407164223,0.3691889992017335
0.12,4.202604289002858,-0.4252760498532975,0.727816459634738
0.13,4.202604289002858,-0.03840849220164248,0.9297416788624597
0.14,4.202604289002858,-0.16399304374976884,0.8152308105691457
0.15,4.202604289002858,-0.2590735331699835,0.7736776429965326
0.16,4.202604289002858,-0.3082833952215771,0.6895222227457487
0.17,4.202604289002858,0.39266252269612945,0.6531976606176174
0.18,4.202604289002858,0.1132946673970143,0.9072317950023429
0.19,4.202604289002858,0.3514287877991847,0.7219903454788661
0.2,4.202604289002858,0.155726991228488,0.6442068530595266
0.21,4.202604289002858,0.22047401893491975,0.955539971763529
0.22,4.202604289002858,-0.019810142138885795,1.164415352777407
0.23,4.202604289002858,0.15938663804627612,0.9370242613995006
0.24,4.202604289002858,0.0033525590078186396,1.0678352785820937
0.25,4.202604289002858,0.39099567450700734,1.17916676186718
0.26,4.202604289002858,0.13750576073169768,1.1024520023505044
0.27,4.202604289002858,0.2816955569062356,1.2195897607321844
0.28,4.202604289002858,0.2099915791753441,0.8167554120184254
0.29,4.202604289002858,-0.27774377578353904,1.0688382266621177
0.3,4.202604289002858,0.24103046453608426,1.2213422140132961
0.31,4.202604289002858,0.2219529746947405,1.259554520038312
0.32,4.202604289002858,-0.06694486507081221,1.2164047345347437
0.33,4.202604289002858,-0.05586993890465006,1.4285048752580407
0.34,4.202604289002858,0.24610566031115585,1.6166097302403588
0.35000000000000003,4.202604289002858,0.42830079354164524,1.4647978660755139
0.36,4.202604289002858,0.28875886409187995,1.3916077287963184
0.37,4.202604289002858,0.3153505077573177,1.2513104132043273
0.38,4.202604289002858,0.31945157566893007,1.6229322995559892
0.39,4.202604289002858,0.31829316705000604,1.1311237303413941
0.4,4.202604289002858,0.2375384743364189,1.445130306867765
0.41000000000000003,4.202604289002858,0.41159356369677047,1.6986085680450227
0.42,4.202604289002858,0.39853279999103525,1.629849946727504
0.43,4.202604289002858,0.3898230512109977,1.402038745360411
0.44,4.202604289002858,0.14369187698812985,1.5541295009848222
0.45,4.202604289002858,0.5551166003271211,1.5048567004461515
0.46,4.202604289002858,0.519149124465169,1.705076691757155
0.47000000000000003,4.202604289002858,0.3169419869160991,1.867048156470908
0.48,4.202604289002858,0.8611860083546377,1.6196397135096008
0.49,4.202604289002858,0.31357243290065834,1.888769774847384
0.5,4.202604289002858,0.022546995464403086,1.7122748512708983
0.51,4.202604289002858,0.6453468351730294,1.7341546962723662
0.52,4.202604289002858,0.026818657210381125,1.9737220177548893
0.53,4.202604289002858,0.5372365828393393,1.867547497022067
0.54,4.202604289002858,0.5559711682793245,1.9537646795032437
0.55,4.202604289002858,0.6993106599521959,1.589929305515117
0.56,4.202604289002858,0.6132124556058328,1.9939532985496136
0.5700000000000001,4.202604289002858,0.42554508065835367,2.250718551633381
0.58,4.202604289002858,0.5886531391555148,1.4555179819827648
0.59,4.202604289002858,0.6752962304233521,1.8832732261866332
0.6,4.202604289002858,0.7966923791125002,2.2963895424274767
0.61,4.202604289002858,0.6667013062302949,1.9366154181238315
0.62,4.202604289002858,0.6937128086896146,2.0640377915534267
0.63,4.202604289002858,0.36176854687336,2.4988718757181276
0.64,4.202604289002858,0.6700114846276509,2.1785585383758583
0.65,4.202604289002858,0.8192959981538648,2.0192151908039473
0.66,4.202604289002858,0.7324852929026395,2.520893000811324
0.67,4.202604289002858,1.1697976322350914,2.318354700622289
0.68,4.202604289002858,0.6257679360208039,2.120151516644736
0.6900000000000001,4.202604289002858,0.8511626579808834,2.437894554507063
0.7000000000000001,4.202604289002858,1.1582079907580414,2.054901856170696
0.71,4.202604289002858,0.9697023850034093,2.1520717726099257
0.72,4.202604289002858,1.0038433780751355,2.024242036782524
0.73,4.202604289002858,0.9864269307438113,2.348785344977972
0.74,4.202604289002858,1.2392287726772337,2.083153332608201
0.75,4.202604289002858,1.2058149721413334,2.600105352357832
0.76,4.202604289002858,1.205427464233423,2.2169193836266285
0.77,4.202604289002858,0.7915071880737665,2.3961720609342767
0.78,4.202604289002858,1.0173126084923998,2.4176848899453662
0.79,4.202604289002858,0.8770152213526041,2.2848748332720525
0.8,4.202604289002858,1.4653647083523924,2.5237235968838823
0.81,4.202604289002858,1.4053653785049145,2.9458794849490193
0.8200000000000001,4.202604289002858,1.4423528696813699,2.709214268069628
0.8300000000000001,4.202604289002858,1.4056983150016795,2.5332625282420866
0.84,4.202604289002858,1.3661416998541542,2.8366481113218476
0.85,4.202604289002858,1.2772003143026711,2.308871069028275
0.86,4.202604289002858,1.1491298014309612,2.639518289651474
0.87,4.202604289002858,1.1191437307420906,2.5149647683042367
0.88,4.202604289002858,1.5389198172281056,2.756862620501332
0.89,4.202604289002858,1.2160240122351187,2.4761359396325577
0.9,4.202604289002858,1.0967939239436784,2.824947858947673
0.91,4.202604289002858,1.6746699440335737,2.844065590951093
0.92,4.202604289002858,1.27269810771136,2.396942952588665
0.93,4.202604289002858,1.2558174300566898,2.5859766650036864
0.9400000000000001,4.202604289002858,1.9179062433334149,2.9335116589871557
0.9500000000000001,4.202604289002858,1.4301981544247269,3.373012760683014
0.96,4.202604289002858,1.888704950144621,2.4414425871802865
0.97,4.202604289002858,1.2293403196516934,2.8689864666993223
0.98,4.202604289002858,1.1570425762466967,3.0719058036582085
0.99,4.202604289002858,1.8624404315330758,2.7493262657776754
1.0,4.202604289002858,1.5215689770796934,2.797580411609887
1.01,4.202604289002858,1.6026294449508107,2.7525917037064693
1.02,4.202604289002858,1.5783615565631124,2.8587778276979203
1.03,4.202604289002858,1.6839310414331952,2.9121873644462517
1.04,4.202604289002858,1.984080349169597,2.7052744966423425
1.05,4.202604289002858,1.633715849648151,2.841084964515973
1.06,4.202604289002858,1.9202151251199242,3.2804757788046124
1.07,4.202604289002858,1.6377924883419188,3.2958849472570977
1.08,4.202604289002858,1.7046785592963878,2.627574058386505
1.09,4.202604289002858,2.252035160067125,2.618150466722703
1.1,4.202604289002858,2.0428805366296543,2.864953245542489
1.11,4.202604289002858,1.7096413501413938,2.673794336754666
1.12,4.202604289002858,2.136229762923586,2.8927260051362613
1.1300000000000001,4.202604289002858,1.9477140162441726,3.011858934687843
1.1400000000000001,4.202604289002858,2.125027513308006,3.0606990635747113
1.1500000000000001,4.202604289002858,2.0062940111278116,3.016799315023559
1.16,4.202604289002858,1.9645698545522583,2.9839767367174606
1.17,4.202604289002858,2.588259881623793,3.016024993722766
1.18,4.202604289002858,2.0979883842224547,2.970452544622427
1.19,4.202604289002858,2.064565468237173,3.3736828722536227
1.2,4.202604289002858,2.3522072446137545,2.8459915875484993
1.21,4.202604289002858,2.244553154210817,3.1288913148834756
1.22,4.202604289002858,2.380502105114913,2.8956919857131074
1.23,4.202604289002858,2.463110476137172,2.7722121633041805
1.24,4.202604289002858,2.206962559914018,2.691461320461006
1.25,4.202604289002858,2.8103435181385032,3.002655845306849
1.26,4.202604289002858,2.4968836074901226,3.501820518464709
1.27,4.202604289002858,2.2697475566960703,3.182592161637851
1.28,4.202604289002858,2.7787034301454847,2.995567428820625
1.29,4.202604289002858,2.5252749378197907,3.3412722382319284
1.3,4.202604289002858,2.4231367222231315,3.1521540552023017
1.31,4.202604289002858,2.562078540275181,2.8656895744434445
1.32,4.202604289002858,2.552242409270587,2.8957612430672017
1.33,4.202604289002858,3.0641530900792846,2.9818150054065775
1.34,4.202604289002858,2.7316399598119534,3.2847359276424086
1.35,4.202604289002858,2.646985719072661,2.8014580075330393
1.36,4.202604289002858,3.097368844232496,3.055342251897051
1.37,4.202604289002858,3.0697788072127694,3.0008729546964585
1.3800000000000001,4.202604289002858,2.6621014217190053,2.928344405564874
1.3900000000000001,4.202604289002858,2.462481478558739,2.7396855700103164
1.4000000000000001,4.202604289002858,3.1422496091197902,3.2976811130833967
1.41,4.202604289002858,3.1508232656528357,2.9028523169852836
1.42,4.202604289002858,3.0173860096666703,2.9267260346243926
1.43,4.202604289002858,2.804934617165724,2.8023963670266876
1.44,4.202604289002858,3.2003072753348496,2.7038223056110935
1.45,4.202604289002858,2.836775632778384,2.9231823897648743
1.46,4.202604289002858,3.1709156749094745,3.302421957028447
1.47,4.202604289002858,2.9978143644721817,2.8815641682882145
1.48,4.202604289002858,2.814803750491688,3.132485571351397
1.49,4.202604289002858,2.6322355912891857,3.1966177630172914
1.5,4.202604289002858,2.9190626758264324,2.940858016798228
1.51,4.202604289002858,3.4400568041551502,3.259277213042056
1.52,4.202604289002858,3.419585671540279,2.815619066412834
1.53,4.202604289002858,3.257118395790347,3.1809480379685318
1.54,4.202604289002858,2.9993160708804734,2.865668246887322
1.55,4.202604289002858,2.9885057777554858,2.8222422913438057
1.56,4.202604289002858,3.302898103865944,3.0531197910070205
1.57,4.202604289002858,3.7231306507717497,3.1022950752219485
1.58,4.202604289002858,3.1001453525496094,3.067569719690514
1.59,4.202604289002858,3.4796249179072007,2.8670095357842387
1.6,4.202604289002858,3.4054550431225845,2.71796491234996
1.61,4.202604289002858,3.729203287773936,3.1714662377805616
1.62,4.202604289002858,3.370501279933947,3.438566669148906
1.6300000000000001,4.202604289002858,3.713845549365096,2.743173976843331
1.6400000000000001,4.202604289002858,3.6007898820873234,2.6150030136475357
1.6500000000000001,4.202604289002858,3.8365169912286037,2.8106493232511265
1.6600000000000001,4.202604289002858,3.5246276091524567,3.0658037163294427
1.67,4.202604289002858,3.5147702474026175,2.6799431248272687
1.68,4.202604289002858,3.6966649295684775,2.9315895236355782
1.69,4.202604289002858,3.8038829908746536,2.8775260932739744
1.7,4.202604289002858,3.4514397310594305,3.0805798472400703
1.71,4.202604289002858,4.179335217231004,3.1082621666713055
1.72,4.202604289002858,3.448412161562936,2.8849432632697765
1.73,4.202604289002858,4.04874395493041,2.9771143579470283
1.74,4.202604289002858,3.8304753711855946,2.5073148203836526
1.75,4.202604289002858,4.034962766303089,2.918831444547203
1.76,4.202604289002858,4.208548613866946,2.7974711268533454
1.77,4.202604289002858,3.996869939284181,2.4900724177747136
1.78,4.202604289002858,3.9110476986604,2.2948890896199536
1.79,4.202604289002858,3.657008669819815,2.6267565003446376
1.8,4.202604289002858,4.2004588543048555,2.5961183490361073
1.81,4.202604289002858,4.151228777141086,2.3866730706243127
1.82,4.202604289002858,4.192013914582861,2.245518410688369
1.83,4.202604289002858,4.153749927013752,2.803197209560974
1.84,4.202604289002858,4.083282826851578,2.7651581632007733
1.85,4.202604289002858,4.345456356297822,2.5188297691347303
1.86,4.202604289002858,3.8820817579518896,2.8750748465275184
1.87,4.202604289002858,4.191844790892694,2.762211306469114
1.8800000000000001,4.202604289002858,3.985581753944972,3.038431920998672
