time,x,p
7.4,-2.6370965349451145,-1.0094066965764903
7.5,-2.7276013362295197,-0.9050480128440532
7.6000000000000005,-2.8075035215460757,-0.7990218531655594
7.7,-2.876665677592835,-0.6916215604675929
7.800000000000001,-2.9349790376687146,-0.5831336007587925
7.9,-2.982363036702331,-0.473839990336162
8.0,-3.0187656430048064,-0.3640260630247564
8.1,-3.0441649896727663,-0.2539934666795977
8.200000000000001,-3.0585726699337,-0.1440768026093378
8.3,-3.0620387346426376,-0.03466064708937569
8.4,-3.054657979014042,0.07380755628595574
8.5,-3.0365766482777024,0.18081330736339588
8.6,-3.0079983949137556,0.2857825336394689
8.700000000000001,-2.969188322376683,0.38810072537072593
8.8,-2.92047427828424,0.48714044092443115
8.9,-2.8622450986513193,0.5822917963292081
9.0,-2.794946055704242,0.6729904294707707
9.1,-2.719072151484369,0.758739042198727
9.200000000000001,-2.6351600557872774,0.8391209569709187
9.3,-2.543779442247986,0.9138061353929138
9.4,-2.4455243164652813,0.9825512578270486
9.5,-2.3410047393532545,1.0451957711202697
9.600000000000001,-2.2308391813301522,1.1016555802310228
9.700000000000001,-2.115647619781575,1.151915615485773
9.8,-1.9960454130970426,1.196022066845324
9.9,-1.8726379395431858,1.2340747355385686
10.0,-1.746015966803731,1.2662197273945486
10.100000000000001,-1.6167517087831145,1.2926425802061654
10.200000000000001,-1.4853955238094305,1.3135618497368404
10.3,-1.3524732088305051,1.329223149789254
10.4,-1.2184838455400822,1.3398936329042306
10.5,-1.0838981556924252,1.34585689847657
10.600000000000001,-0.9491573238795852,1.3474083181283996
10.700000000000001,-0.8146722467743099,1.3448507710527522
10.8,-0.6808231684168774,1.338490783574325
10.9,-0.5479596616982274,1.3286350671864997
11.0,-0.416400916891211,1.315587448070164
11.100000000000001,-0.28643629899281076,1.2996461789840026
11.200000000000001,-0.15832613680884686,1.281101621839639
11.3,-0.03230270815148292,1.2602342865736393
11.4,0.0914286127836187,1.2373132093510162
11.5,0.21267971867708324,1.2125110589346455
11.600000000000001,0.33125848211870224,1.1857876344161902
11.700000000000001,0.4469690196629018,1.1571053754419955
11.8,0.5596130418783869,1.1264402221548502
11.9,0.6689912054568937,1.0937816357850683
12.0,0.7749044559596571,1.059132505027633
12.100000000000001,0.8771553490745285,1.022508931148714
12.200000000000001,0.9755493379939406,0.9839398891941213
12.3,1.0698960148048449,0.9434667681090423
12.4,1.1600102947077895,0.901142799029447
12.5,1.245713533545967,0.8570323883817753
12.600000000000001,1.3268345715958911,0.8112103804992409
12.700000000000001,1.403210699876802,0.7637612828091072
12.8,1.4746885493370616,0.7147784946025961
12.9,1.5411249080395337,0.6643635870247218
13.0,1.6023874766379185,0.6126256859838476
13.100000000000001,1.6583555776084131,0.5596810097049473
13.200000000000001,1.7089208383126708,0.5056526070425773
13.3,1.7539878713075152,0.45067032994844375
13.4,1.7934749765713094,0.3948710526379427
13.5,1.8273148886641584,0.33839912092848984
13.600000000000001,1.8554555865912803,0.28140697927121877
13.700000000000001,1.8778611749288385,0.2240558833755818
13.8,1.8945128317568785,0.16651656828040007
13.9,1.9054098029788562,0.10896971221977786
14.0,1.910570405314351,0.05160602335494904
14.100000000000001,1.9100329839255983,-0.005374213887528921
14.200000000000001,1.9038567579382566,-0.06176225987341678
14.3,1.8921224805658658,-0.11734277372390797
14.4,1.874932841943581,-0.17189638622284845
14.5,1.8524125526797073,-0.22520289263873544
14.600000000000001,1.8247080636125228,-0.2770448906718438
14.700000000000001,1.7919869000183648,-0.32721163594157965
14.8,1.7544366133826959,-0.37550286635668956
14.9,1.7122633774781466,-0.42173235904549267
15.0,1.6656902750830553,-0.4657310239509126
15.100000000000001,1.6149553354290644,-0.5073493965399088
15.200000000000001,1.560309389778305,-0.5464594565075948
15.3,1.5020138138364032,-0.5829557594190171
15.4,1.4403382221569583,-0.6167559167944494
15.5,1.3755581727608044,-0.6478004939615385
15.600000000000001,1.3079529313450426,-0.6760524141576163
15.700000000000001,1.2378033349296533,-0.7014959641538921
15.8,1.1653897854925974,-0.7241354943705586
15.9,1.0909903956536704,-0.7439938983892701
16.0,1.0148793010776054,-0.761110945760651
16.1,0.9373251480658594,-0.7755415301174591
16.2,0.8585897597490134,-0.7873538831684601
16.3,0.7789269802603086,-0.7966277948870482
16.400000000000002,0.6985816931193051,-0.8034528714100353
16.5,0.6177890076354781,-0.8079268548382702
16.6,0.5367736053210259,-0.8101540231445217
16.7,0.4557492369664875,-0.8102436835453842
16.8,0.3749183600891081,-0.808308768773794
16.900000000000002,0.294471905838344,-0.8044645425076413
17.0,0.21458916407733575,-0.7988274176100822
17.1,0.13543777520791722,-0.7915138886941854
17.2,0.057173817333456556,-0.7826395787446067
17.3,-0.020058022470862524,-0.7723183980431908
17.400000000000002,-0.09612380138702152,-0.7606577891615899
17.5,-0.17089199030232374,-0.7476818891530222
17.6,-0.2442306160260589,-0.7333862572373516
17.7,-0.31600775820744714,-0.7177714218138824
17.8,-0.3860920564737421,-0.7008429826629495
17.900000000000002,-0.45435322477658285,-0.6826116830284075
18.0,-0.5206625699326217,-0.6630934515603888
18.1,-0.5848935114201059,-0.6423094148748425
18.2,-0.6469220996497662,-0.6202858822966028
18.3,-0.7066275301655826,-0.5970543051581638
18.400000000000002,-0.7638926515434796,-0.5726512137789712
18.5,-0.8186044651326967,-0.5471181358921712
18.6,-0.8706546152078267,-0.5205015007513001
18.7,-0.9199398685445009,-0.49285253336674223
18.8,-0.9663625828663419,-0.4642271432184099
18.900000000000002,-1.0098311639963664,-0.4346858113002452
19.0,-1.0502605118385198,-0.4042934784215326
19.1,-1.087572455467765,-0.37311943629245314
19.200000000000003,-1.1216961775744028,-0.34123722106637683
19.3,-1.1525686282500975,-0.3087245067569475
19.400000000000002,-1.1801349275910624,-0.27566299340964984
19.5,-1.2043487558174117,-0.24213828226349282
19.6,-1.2251727285801273,-0.20823972762715426
19.700000000000003,-1.2425787538903126,-0.17406025310185302
19.8,-1.2565483657324164,-0.13969611842103824
19.900000000000002,-1.267073028016866,-0.1052466228444974
20.0,-1.2741544012155412,-0.07081373198675212
20.1,-1.2778045629475419,-0.03650161732000623
20.200000000000003,-1.278046173084572,-0.0024161013703023135
20.3,-1.2749125737496907,0.03133599334881336
20.400000000000002,-1.2684478149804115,0.06464758769279164
20.5,-1.2587065978580592,0.09741217122352223
20.6,-1.2457541285519993,0.12952469306059833
20.700000000000003,-1.229665878911333,0.16088249640666272
20.8,-1.2105272518253616,0.19138627085971477
20.900000000000002,-1.1884331523953944,0.22094099429967098
21.0,-1.163487468822235,0.24945683573159477
21.1,-1.1358024696258118,0.27684999196423193
21.200000000000003,-1.105498126208123,0.3030434341768894
21.3,-1.072701371718122,0.3279675449000108
21.400000000000002,-1.0375453085948512,0.3515606312327071
21.5,-1.0001683780198514,0.3737693057499988
21.6,-0.960713504813811,0.3945487320604034
21.700000000000003,-0.9193272311144468,0.41386273699364245
21.8,-0.8761588515472614,0.431683795671854
21.900000000000002,-0.8313595616369213,0.44799289910340057
22.0,-0.7850816299972712,0.46277931639650083
22.1,-0.7374776034710625,0.4760402652620865
22.200000000000003,-0.688699552945159,0.48778050525903477
22.3,-0.6388983661092335,0.4980118683592557
22.400000000000002,-0.5882230920077376,0.5067527410149584
22.5,-0.5368203408945973,0.5140275111314024
22.6,-0.484833741663889,0.519865992307083
22.700000000000003,-0.4324034580136948,0.5243028365019419
22.8,-0.3796657635122397,0.5273769450145512
22.900000000000002,-0.3267526748769072,0.5291308863533252
23.0,-0.27379164204495854,0.5296103283194864
23.1,-0.22090529300383038,0.5288634904112817
23.200000000000003,-0.16821123085091197,0.5269406215291841
23.3,-0.11582188015875938,0.5238935069215258
23.400000000000002,-0.06384437942234421,0.5197750073641517
23.5,-0.012380516150633139,0.5146386327171106
23.6,0.038473298973790405,0.5085381512442354
23.700000000000003,0.08862454232047193,0.5015124334668153
23.8,0.1379811490429364,0.49356606722464463
23.900000000000002,0.1864516160826912,0.48470467039754794
24.0,0.23394526749615369,0.4749365141346248
24.1,0.2803725251220004,0.464272576258467
24.200000000000003,0.32564518342243687,0.4527265830043649
24.3,0.36967668731945597,0.4403150389701911
24.400000000000002,0.4123824118469786,0.42705724527522615
24.5,0.45367994245029913,0.4129753060332054
24.6,0.49348935478318406,0.3980941233288492
24.700000000000003,0.5317334928772545,0.382441380940704
24.8,0.5683382445842023,0.3660475170694784
24.900000000000002,0.603232813214666,0.3489456863046372
25.0,0.6363499843135828,0.33117171098916753
25.1,0.667626386515798,0.31276402202215126
25.200000000000003,0.6970027454131427,0.2937635889734467
25.3,0.7244241293312212,0.2742138391807853
25.400000000000002,0.7498401858579979,0.2541605652677675
25.5,0.7732053678857027,0.23365182027704728
25.6,0.7944791478233303,0.21273779937627554
25.700000000000003,0.8136262185121936,0.19147070688863366
25.8,0.8306166792372919,0.169904607250982
25.900000000000002,0.8454262050810268,0.14809525843734989
26.0,0.8580361977238937,0.1260999264286689
26.1,0.8684339156720984,0.10397717948204688
26.200000000000003,0.8766125817989328,0.08178666126834397
26.3,0.8825714660399152,0.05958884240982497
26.400000000000002,0.8863159410952548,0.03744475055339619
26.5,0.8878575090792785,0.015415679840237426
26.6,0.8872137972240932,-0.006437118551852913
26.700000000000003,0.8844085209987453,-0.02805276225347916
26.8,0.8794714133452932,-0.049371076534520886
26.900000000000002,0.8724381191538957,-0.07033294191397532
27.0,0.8633500545892459,-0.09088064564649878
27.1,0.8522542314246024,-0.11095823164643466
27.200000000000003,0.8392030471175633,-0.13051184307039157
27.3,0.8242540419513139,-0.14949005166249427
27.400000000000002,0.8074696251430661,-0.16784416808247873
27.5,0.7889167723650531,-0.18552852778013007
27.6,0.7686666976120964,-0.20250074752956743
27.700000000000003,0.7467945027660454,-0.21872194846050994
27.8,0.723378808538162,-0.23415694227883332
27.900000000000002,0.6985013707073292,-0.24877437830832858
28.0,0.6722466857111846,-0.2625468499614456
28.1,0.6447015896898473,-0.2754509602133739
28.200000000000003,0.6159548550327495,-0.28746734657097733
28.3,0.5860967883464262,-0.29858066686323304
28.400000000000002,0.5552188335555464,-0.308779547908798
28.5,0.5234131835831751,-0.3180564997237127
28.6,0.49077240374209913,-0.32640779841075984
28.700000000000003,0.4573890696199532,-0.33383334122145925
28.8,0.4233554218691858,-0.34033647750767404
28.900000000000002,0.38876303992996275,-0.34592381939223044
29.0,0.3537025363300039,-0.35060503599958814
29.1,0.31826327282871947,-0.35439263501284474
29.200000000000003,0.2825330993110021,-0.35730173517717345
29.3,0.24659811599431541,-0.35934983316686714
29.400000000000002,0.21054245919558406,-0.3605565679873136
29.5,0.17444811061488213,-0.36094348580701935
29.6,0.13839472983295045,-0.36053380781931677
29.700000000000003,0.10245950949013413,-0.3593522034281632
29.8,0.06671705241558856,-0.35742457074545575
29.900000000000002,0.03123926980708052,-0.3547778260850804
30.0,-0.0039047005775888002,-0.3514397038466932
30.1,-0.03864854212130425,-0.34743841543715454
30.200000000000003,-0.07292735693237623,-0.3427881481107197
30.3,-0.10667683399015312,-0.33749477057776883
30.400000000000002,-0.1398334096465325,-0.331565756563794
30.5,-0.17233443074168797,-0.3250102109515547
30.6,-0.20411831972317382,-0.3178388898148584
30.700000000000003,-0.23512474113444115,-0.31006421411267326
30.8,-0.2652947688184783,-0.30170027684037126
30.900000000000002,-0.29457105316449467,-0.2927628434601635
31.0,-0.32289798770992967,-0.2832693454543502
31.1,-0.3502218743961482,-0.2732388668621854
31.200000000000003,-0.37649108676350274,-0.2626921236735454
31.3,-0.40165623035951575,-0.2516514359601303
31.400000000000002,-0.42567029962231545,-0.24014069262799692
31.5,-0.4484888304897802,-0.22818530867464779
31.6,-0.47007004797288576,-0.2158121748310554
31.700000000000003,-0.49037500791945987,-0.20304959946574122
31.8,-0.5093677321821312,-0.18992724262671312
31.900000000000002,-0.527015336392176,-0.17647604210044873
32.0,-0.5432881495300002,-0.16272813137824166
32.1,-0.5581598244742266,-0.14871674944226476
32.2,-0.5716074387061993,-0.13447614231972754
32.300000000000004,-0.5836115843468255,-0.12004145640626143
32.4,-0.5941564467099576,-0.10544862363132179
32.5,-0.6032298705729848,-0.0907342386302725
32.6,-0.6108234133930014,-0.07593542820016613
32.7,-0.6169323847378051,-0.06108971344803675
32.800000000000004,-0.6215558712567442,-0.04623486518939112
32.9,-0.6246967465884162,-0.03140875331672068
33.0,-0.6263616656912296,-0.01664919102813451
33.1,-0.6265610431890665,-0.001993774978368064
33.2,-0.6253090154472002,0.012520277418662967
33.300000000000004,-0.62262338623195,0.026856292152501588
33.4,-0.6185255559592445,0.04097830272705444
33.5,-0.6130404346995691,0.05485121259675421
33.6,-0.606196339276298,0.06844095423271099
33.7,-0.5980248749672926,0.08171464309005348
33.800000000000004,-0.5885608024916821,0.0946407247561049
33.9,-0.5778418911306,0.10718911361082076
34.0,-0.5659087589880567,0.11933132142543372
34.1,-0.5528047015420587,0.13104057445997977
34.2,-0.5385755097629537,0.142291917791051
34.300000000000004,-0.5232692791827537,0.15306230580199998
34.4,-0.5069362113835459,0.16333067799207718
34.5,-0.48962840943343705,0.17307801950108895
34.6,-0.47139966883400425,0.18228740599432827
34.7,-0.4523052655538955,0.1909440328010878
34.800000000000004,-0.4324017427097111,0.19903522844184368
34.9,-0.4117466974189309,0.20655045290780233
35.0,-0.39039856929227834,0.21348128126652516
35.1,-0.36841643195682744,0.219821373354509
35.2,-0.345859788908948,0.2255664304787947
35.300000000000004,-0.32278837489065165,0.23071414018296338
35.4,-0.2992619638669112,0.23526411023740468
35.5,-0.27534018455794784,0.23921779308963334
35.6,-0.2510823443520833,0.24257840205864534
35.7,-0.2265472622941347,0.24535082057948626
35.800000000000004,-0.20179311171388392,0.24754150580250778
35.9,-0.17687727293101022,0.24915838782873712
36.0,-0.15185619634889724,0.25021076582112955
36.1,-0.126785276131491,0.2507092021740625
36.2,-0.10171873454617977,0.25066541585311214
36.300000000000004,-0.07670951695251052,0.2500921759366925
36.4,-0.05180919732219626,0.24900319630314263
36.5,-0.027067894090822123,0.24741303231374132
36.6,-0.0025341960662125934,0.2453369802460953
36.7,0.02174490194732118,0.24279098013533773
36.800000000000004,0.045723581364988206,0.23978679417667023
36.9,0.06935658030972736,0.23632998944739145
37.0,0.09259929070101038,0.23242710391283017
37.1,0.1154078626434326,0.22808571942422226
37.2,0.13773930925205985,0.22331446608627248
37.300000000000004,0.15955161153503256,0.21812302282972693
37.4,0.18080382294053388,0.21252211405501303
37.5,0.20145617316323203,0.20652350222698146
37.6,0.2214701707947282,0.20013997631496172
37.7,0.24080870439340157,0.19338533598673394
37.800000000000004,0.25943614154137123,0.18627437147969644
37.9,0.2773184254501321,0.17882283908760832
38.0,0.29442316867183316,0.17104743221701074
38.1,0.31071974347023773,0.16296574798404553
38.2,0.32617936840425904,0.15459624934021293
38.300000000000004,0.3407751906777593,0.14595822273500286
38.400000000000006,0.35448236381222714,0.13707173134467857
38.5,0.36727812020424394,0.12795756392016783
38.6,0.3791418381375818,0.11863717933337857
38.7,0.3900551028306409,0.10913264693059069
38.800000000000004,0.4000017611140491,0.09946658283408244
38.900000000000006,0.40896796935093865,0.08966208236889546
39.0,0.41694223423399257,0.07974264883053925
39.1,0.42391544611911397,0.06973211885121379
39.2,0.42988090458574557,0.05965458466631585
39.300000000000004,0.4348343359486367,0.049534313628910955
39.400000000000006,0.43877390248529824,0.03939566536661557
39.5,0.44170020318748504,0.029263007021868046
39.6,0.443616265893649,0.019160627061639506
39.7,0.44452753071213846,0.009112648184894418
39.800000000000004,0.4444418247015521,-0.0008570601058638539
39.900000000000006,0.443369327834526,-0.010724968670260933
40.0,0.44132253033363694,-0.020467975008890332
40.1,0.4383161815322162,-0.03006348801420731
40.2,0.4343672304777555,-0.0394895105446072
40.300000000000004,0.42949475856023667,-0.04872471917518847
40.400000000000006,0.4237199045110655,-0.05774854049171173
40.5,0.4170657821792549,-0.0665412233181062
40.6,0.4095573915490154,-0.07508390630239531
40.7,0.40122152351595325,-0.08335868033062112
40.800000000000004,0.3920866589867103,-0.09134864529242948
40.900000000000006,0.38218286290827763,-0.09903796078432689
41.0,0.37154167386768905,-0.10641189040588558
41.1,0.360195989929808,-0.11345683937881053
41.2,0.34817995140009594,-0.12016038529712061
41.300000000000004,0.33552882121039607,-0.12651130189699875
41.400000000000006,0.3222788636288564,-0.13249957581539662
41.5,0.30846722199030013,-0.13811641638556235
41.6,0.29413179613092716,-0.14335425859372958
41.7,0.27931112019164134,-0.14820675939285805
41.800000000000004,0.2640442414281078,-0.15266878763533534
41.900000000000006,0.24837060063351413,-0.15673640794593646
42.0,0.23232991474268175,-0.16040685890832376
42.1,0.21596206214444022,-0.16367852598241533
42.2,0.1993069711838658,-0.16655090960574415
42.300000000000004,0.18240451228792842,-0.1690245889593739
42.400000000000006,0.16529439409811564,-0.1711011818981277
42.5,0.14801606394250666,-0.1727833015560897
42.6,0.1306086129283096,-0.17407451014197045
42.7,0.11311068588475785,-0.1749792704355176
42.800000000000004,0.09556039633612519,-0.1755028954863266
42.900000000000006,0.07799524663603997,-0.17565149700085214
43.0,0.06045205334775304,-0.17543193288286935
43.1,0.042966877910969495,-0.17485175436783545
43.2,0.025574962594638945,-0.1739191531633055
43.300000000000004,0.008310671696989562,-0.17264290897649384
43.400000000000006,-0.008792562080705366,-0.17103233777694926
43.5,-0.025702208882336028,-0.1690964680163066
43.6,-0.04238625763249494,-0.16684048750158917
43.7,-0.058813214759785175,-0.16426957127290231
43.800000000000004,-0.07495217272157861,-0.16138957961793438
43.900000000000006,-0.09077287828258629,-0.1582070556100768
44.0,-0.10624580031848549,-0.154729220358992
44.1,-0.12134219690921583,-0.15096396590730332
44.2,-0.13603418148090618,-0.14691984571690342
44.300000000000004,-0.15029478775077942,-0.14260606269873244
44.400000000000006,-0.16409803322585634,-0.1380324547507692
44.5,-0.1774189810038982,-0.13320947778041844
44.6,-0.1902337996238462,-0.12814818619948018
44.7,-0.20251982071309332,-0.12286021089247104
44.800000000000004,-0.21425559418031864,-0.1173577346722531
44.900000000000006,-0.22542094070539156,-0.11165346525072924
45.0,-0.2359970012820712,-0.10576060576679636
45.1,-0.24596628357495226,-0.09969282292881042
45.2,-0.2553127048594016,-0.09346421284449352
45.300000000000004,-0.2640216313221486,-0.08708926462747024
45.400000000000006,-0.2720799135107883,-0.08058282188639677
45.5,-0.2794759177327737,-0.0739600422198538
45.6,-0.2861995532185428,-0.06723635485769074
45.7,-0.29224229487926057,-0.060427416607177584
45.800000000000004,-0.29759720150725544,-0.05354906627994849
45.900000000000006,-0.3022589292865632,-0.04661727779307774
46.0,-0.3062237405020085,-0.039648112154453
46.1,-0.30948950735786934,-0.032657668558608174
46.2,-0.3120557108412729,-0.0256620348340356
46.300000000000004,-0.3139234345909111,-0.018677237496381977
46.400000000000006,-0.31509535375826203,-0.011719191673509408
46.5,-0.3155757188760461,-0.004803651177840228
46.6,-0.3153703347768848,0.0020538409916125884
46.7,-0.3144865346337964,0.008838001430884354
46.800000000000004,-0.31293314922294996,0.015533854108464196
46.900000000000006,-0.3107204715377013,0.022126776852486568
47.0,-0.30786021691100496,0.028602546266963912
47.1,-0.3043654788305119,0.03494738080493037
47.2,-0.30025068065667665,0.041147981738352386
47.300000000000004,-0.29553152347868317,0.04719157177993473
47.400000000000006,-0.29022493036564817,0.0530659311303499
47.5,-0.28434898729107705,0.05875943074571138
47.6,-0.2779228810266775,0.06426106264399571
47.7,-0.2709668343171541,0.06956046709523386
47.800000000000004,-0.2635020386603313,0.07464795656822822
47.900000000000006,-0.25555058502674544,0.07951453633585832
48.0,-0.24713539285962124,0.08415192167124191
48.1,-0.2382801376998582,0.08855255159763037
48.2,-0.22900917778131297,0.09270959918545242
48.300000000000004,-0.21934747993932266,0.0966169784199031
48.400000000000006,-0.20932054517017692,0.10026934769145734
48.5,-0.19895433417125147,0.10366210998925456
48.6,-0.18827519318094338,0.10679140990308088
48.7,-0.17730978042460854,0.10965412756334822
48.800000000000004,-0.1660849934576318,0.11224786966976742
48.900000000000006,-0.15462789767981905,0.11457095777812754
49.0,-0.14296565627676155,0.11662241403057508
49.1,-0.13112546182396725,0.11840194452794302
49.2,-0.11913446976866988,0.11990992055297373
49.300000000000004,-0.10701973398259707,0.12114735786072826
49.400000000000006,-0.09480814455688298,0.12211589425714087
49.5,-0.08252636798801619,0.12281776568866799
49.6,-0.0702007898814723,0.1232557810654388
49.7,-0.05785746027773102,0.12343329603741277
49.800000000000004,-0.045522041683932285,0.1233541859379873
49.900000000000006,-0.03321975987368316,0.12302281810249123
